																					8439_submitter_file1__somt1large9003pm.jpg	seashore, coast, seacoast, sea-coast	a view of a city skyline from the sky .
																					8444_submitter_file2__somt1large1030pm4.jpg	spotlight, spot	a large jetliner flying over a city at night .
																					8445_submitter_file1__sighting.JPG	trombone	a traffic light suspended over a city street .
																					8446_submitter_file1__Camelback11_24_07_615pm.jpg	pier	a city street with a large clock tower in the background .
																					8446_submitter_file2__Camelback11_24_07_730pm.jpg	palace	a city street at night with a clock tower .
																					8446_submitter_file3__Camelback11_24_07_745pm.jpg	palace	a large building with a clock tower on top of it .
																					8448_submitter_file1__Camelback11_24_07_800pm.jpg	palace	a large building with a clock tower on top of it .
																					8448_submitter_file2__Camelback11_24_07_815pm.jpg	crane	a city street at night with a traffic light .
																					8448_submitter_file3__Camelback11_24_07_930pm.jpg	palace	a city skyline with a clock tower in the distance .
																					8449_submitter_file1__Southmountain11_24_071015pm.jpg	seashore, coast, seacoast, sea-coast	a black and white photo of a clock tower .
																					8449_submitter_file2__Southmountain11_24_071030pm.jpg	pole	a black and white photo of a clock tower .
																					8449_submitter_file3__Southmountain11_24_07630pm.jpg	web site, website, internet site, site	a black and white photo of a street light .
																					8450_submitter_file1__Southmountain11_24_07700pm.jpg	screen, CRT screen	a kite flying in the sky over a city .
																					8450_submitter_file2__Southmountain11_24_07745pm.jpg	crane	a street light with a red light on it
																					8450_submitter_file3__Southmountain11_24_07800pm.jpg	pole	a traffic light suspended over a city street .
																					8451_submitter_file1__Southmountain11_24_07815pm.jpg	web site, website, internet site, site	a group of people flying kites on a beach .
																					8451_submitter_file2__Southmountain11_24_07845pm.jpg	seashore, coast, seacoast, sea-coast	a flock of birds flying over a city .
																					8451_submitter_file3__Southmountain11_24_07930pm.jpg	seashore, coast, seacoast, sea-coast	a large flock of birds flying over a body of water .
																					8452_submitter_file1__somt1large1130pm4.jpg	seashore, coast, seacoast, sea-coast	a large jetliner flying over a large city .
																					8453_submitter_file1__somt1large6000pmufositsonmt4.jpg	seashore, coast, seacoast, sea-coast	a couple of people standing on top of a sandy beach .
																					8461_submitter_file1__cb112507600pm.jpg	pier	a city skyline with a clock tower in the distance .
																					8461_submitter_file2__cb112507630pm.jpg	palace	a large building with a clock tower on top of it .
																					8461_submitter_file3__sm112507845pm.jpg	seashore, coast, seacoast, sea-coast	a street light with a street sign on it
																					8462_submitter_file1__sm112507730pm.jpg	drilling platform, offshore rig	a large jetliner flying over a large city .
																					8462_submitter_file2__sm112507815pm.jpg	screen, CRT screen	a person is flying a kite in the sky .
																					8462_submitter_file3__sm112507700pm.jpg	seashore, coast, seacoast, sea-coast	a person is flying a kite in the air .
																					8463_submitter_file1__cb112507930am.jpg	crane	a large building with a clock tower in the middle of it .
																					8465_submitter_file1__came1large630pm5.jpg	palace	a large building with a clock tower on top of it .
																					10056_submitter_file1__timeofufo.jpg	head cabbage	a group of people standing next to each other .
																					10064_submitter_file1__ufosighting5.jpg	cliff, drop, drop-off	a large white truck driving down a road .
																					10064_submitter_file2__ufosighting10.jpg	alp	a man riding a wave on top of a surfboard .
																					10064_submitter_file3__ufosighting21.jpg	cliff, drop, drop-off	a person holding a surf board near a body of water
																					10067_submitter_file1__3_27_08c.jpg	traffic light, traffic signal, stoplight	a kite flying in the sky with a sky background
																					10067_submitter_file2__3_27_08c_el.jpg	dugong, Dugong dugon	a bird that is flying in the air .
																					10073_submitter_file1__3-26-08.jpg	worm fence, snake fence, snake-rail fence, Virginia fence	a bird sitting on top of a tree branch .
																					10073_submitter_file2__3-26-081.jpg	park bench	a plant growing out of a tree in a forest .
																					10073_submitter_file3__3-26-082.jpg	cloak	a person is holding an umbrella in the woods .
																					10074_submitter_file1__March2801a.JPG	stage	a traffic light suspended over a street at night .
																					10074_submitter_file2__March2801b.jpg	affenpinscher, monkey pinscher, monkey dog	a black and white photo of a bear in the woods .
																					10074_submitter_file3__March2803b.jpg	curly-coated retriever	a teddy bear sitting on a tree branch .
																					10075_submitter_file1__March2802b.jpg	nematode, nematode worm, roundworm	a close up of a stuffed animal on a field
																					10075_submitter_file2__March2804.JPG	doormat, welcome mat	a traffic light suspended over a city street .
																					10075_submitter_file3__March2805.JPG	window screen	a man in a black shirt is playing tennis
																					10194_submitter_file1__2008sighting.jpg	binder, ring-binder	a bunch of different colored shoes on a bed .
																					10200_submitter_file1__MVI_1002.AVI_VideoStill.jpg	web site, website, internet site, site	a picture of a computer screen showing a picture of a man .
																					10203_submitter_file1__MUFONcase10203drawing.jpg	menu	a black and white photo of a man holding a surfboard .
																					10211_submitter_file1__alienheadcopy.jpg	screen, CRT screen	a black and white photo of a television with a clock
																					10222_submitter_file1__100_4754.JPG	parachute, chute	a plane flying in the sky with a sky background
																					10222_submitter_file2__100_4756.JPG	parachute, chute	a plane flying in the sky with a sky background
																					10222_submitter_file3__100_4757.JPG	airship, dirigible	a plane flying in the sky with a sky background
																					10754_submitter_file1__THEN.JPG	harmonica, mouth organ, harp, mouth harp	a person laying on a bed with a blanket .
																					10754_submitter_file2__NOW.JPG	envelope	a person holding a nintendo wii game controller .
																					10755_submitter_file1__zoom4noinh.jpg	nematode, nematode worm, roundworm	a group of people riding on top of a traffic light .
																					10755_submitter_file2__firstshot.jpg	spotlight, spot	a view of a clock tower from below .
																					10755_submitter_file3__firstshot3rd.blowup.jpg	nematode, nematode worm, roundworm	a couple of birds that are on a pole .
																					10757_submitter_file1__CamilliTrip-Venice1968.jpg	bell cote, bell cot	a group of people standing in front of a clock tower .
																					10758_submitter_file1__Picture.jpg	palace	a group of people standing in front of a tall building .
																					10772_submitter_file1__Drone2006AlabamaHeadline.jpg	pole	a man is flying a kite in a park .
																					10772_submitter_file3__CellPhonePicofUnknownCraft.jpg	upright, upright piano	a traffic light suspended over a city street .
																					10774_submitter_file1__anomalous01.png	worm fence, snake fence, snake-rail fence, Virginia fence	a snow covered field with a train on it .
																					10900_submitter_file1__DSC01016.JPG	lakeside, lakeshore	a view of a park with a bench and trees .
																					10900_submitter_file2__DSC01030.JPG	cliff, drop, drop-off	a scenic view of a mountain with a mountain in the background .
																					10900_submitter_file3__Picture3.jpg	warplane, military plane	a plane flying in the sky with a sky background
																					10910_submitter_file1__ufo.JPG	wing	a person is riding a motorcycle in the rain .
																					10976_submitter_file1__ufo3.JPG	rule, ruler	a snow covered ski slope with lots of snow .
																					10976_submitter_file2__IMG00038.jpg	mobile home, manufactured home	a car parked on the side of a road next to a building .
																					10978_submitter_file1__0529082115.jpg	water tower	a kite flying in the sky over a city .
																					10978_submitter_file2__0529082116.jpg	jellyfish	a red and white kite flying in the sky .
																					10978_submitter_file3__0529082116a.jpg	pole	a person flying a kite in a field .
																					11005_submitter_file1__ufo.jpg	balloon	a group of people flying kites in a field .
																					11009_submitter_file1__picture02-17-072225.jpg	car mirror	a view of a street from a car window .
																					11009_submitter_file2__Copyofpicture02-17-07193.jpg	thatch, thatched roof	a train traveling through a lush green countryside .
																					11028_submitter_file1__Picture175.jpg	balloon	a plane flying in the sky over a city .
																					11028_submitter_file2__Picture178.jpg	nematode, nematode worm, roundworm	a kite flying in the sky over a city .
																					11028_submitter_file3__Picture198.jpg	bow	a plane flying in the sky with a sky background
																					11030_submitter_file1__DSCF3361.JPG	rapeseed	a giraffe standing in the middle of a field .
																					11030_submitter_file2__DSCF3368.JPG	airliner	a plane flying in the sky with a sky background
																					11031_submitter_file1__Haunn1.jpg	envelope	a black and white photo of a white and black bird
																					11069_submitter_file1__Untitled-1.jpg	nematode, nematode worm, roundworm	a group of people standing on top of a sandy beach .
																					11079_submitter_file1__PICT04973.jpg	volcano	an airplane is flying over a mountain range .
																					11082_submitter_file1__SkywayUFO.jpg	suspension bridge	a bridge over a river with a clock tower .
																					11082_submitter_file2__SkywayDistance.jpg	lakeside, lakeshore	a large body of water with mountains in the background .
																					11264_submitter_file1__Moon_and_UFO.jpg	hummingbird	a group of birds flying in the sky .
																					11265_submitter_file1__Moon_UFO.jpg	hummingbird	a group of birds flying in the sky .
																					11281_submitter_file1__june1016.jpg	traffic light, traffic signal, stoplight	a man riding a motorcycle down a street .
																					11282_submitter_file1__DSC02694.JPG	volcano	a plane flying in the sky with a sky background
																					11295_submitter_file1__VIEWOFUFO.JPG	envelope	a man is holding a kite in the air .
																					11296_submitter_file1__DSC08690.JPG	jellyfish	a black and white photo of a man in a kitchen .
																					11300_submitter_file1__shadoworiginalpicture62408.jpg	flagpole, flagstaff	a group of people flying kites in a field .
																					11300_submitter_file2__discsmaller.jpg	geyser	a man flying through the air while riding a snowboard .
																					11300_submitter_file3__Originalwithdisc62408.jpg	obelisk	a bird flying over a lush green field .
																					11300_submitter_file4__sat.May3rd2008sighting.jpg	birdhouse	a black and white photo of a white toilet with a cover
																					11300_submitter_file5__12-june-2008.jpg	tick	a person is flying a kite in the air .
																					11304_submitter_file1__3UFOVortexes623081130pm.JPG	torch	a traffic light suspended over a snow covered road .
																					11304_submitter_file2__050.JPG	tow truck, tow car, wrecker	a traffic light sitting on the side of a road .
																					11304_submitter_file3__052.JPG	crane	a train traveling down tracks next to a building .
																					11304_submitter_file4__055.JPG	suspension bridge	a street light with a red light on it
																					11304_submitter_file5__061.JPG	crane	a red traffic light sitting on the side of a road .
																					11355_submitter_file1__2008-06-26_ghost-in-the-sky.jpg	obelisk	a group of people standing on top of a lush green field .
																					11355_submitter_file2__2008-06-26_UFO_CementCityCemetary.jpg	obelisk	a group of people standing on top of a lush green field .
																					11358_submitter_file1__AultCemetery01.jpg	street sign	a street sign on a pole on a city street
																					11358_submitter_file2__June21st2008.jpg	plastic bag	a person flying a kite in a field .
																					11377_submitter_file1__PA210001.JPG	traffic light, traffic signal, stoplight	a traffic light sitting on the side of a road .
																					11377_submitter_file2__PA210002.JPG	pole	a plane flying over a large body of water .
																					11377_submitter_file3__PA210003.JPG	pole	a view of a city skyline from a plane .
																					11388_submitter_file1__P5190145.JPG	rapeseed	a kite flying in the sky over a field .
																					11388_submitter_file2__P5190146.JPG	obelisk	a kite flying in the sky over a tree .
																					11396_submitter_file1__EPSN2491.JPG	traffic light, traffic signal, stoplight	a street light that is on a pole .
																					11396_submitter_file2__EPSN2492.JPG	traffic light, traffic signal, stoplight	a view of a street with a stop light .
																					11396_submitter_file3__EPSN2493.JPG	balloon	a city street with a lot of traffic lights .
																					11410_submitter_file1__UFO.JPG	spotlight, spot	a view of a city skyline from a plane .
																					11430_submitter_file1__IMG_0115.JPG	limousine, limo	a view of a city street at night .
																					11431_submitter_file1__img-2.jpg	park bench	a yellow fire hydrant sitting on the side of a road .
																					11431_submitter_file2__img-4.jpg	dung beetle	a person is holding a white frisbee in the sand .
																					11441_submitter_file1__tonyincuba.jpg	horse cart, horse-cart	a man is riding a horse in the street .
																					11444_submitter_file1__UFO1.jpg	nematode, nematode worm, roundworm	a black and white photo of a street light .
																					11444_submitter_file2__UFO2.jpg	nematode, nematode worm, roundworm	a black and white photo of a street light .
																					11450_submitter_file1__IMG_0315.jpg	nematode, nematode worm, roundworm	a view of a clock tower from the top of a building .
																					11450_submitter_file2__IMG_0316.jpg	kite	a flock of birds flying through a cloudy sky .
																					11451_submitter_file1__OurUFO.JPG	airship, dirigible	a red fire hydrant sitting in the middle of a forest .
																					11451_submitter_file2__IstanbulUFO.jpg	airship, dirigible	a small bird standing on top of a sandy beach .
																					11454_submitter_file1__IMG_2562.JPG	church, church building	a large building with a large clock tower .
																					11454_submitter_file2__IMG_2562A.jpg	kite	a bird is perched on a branch of a tree .
																					11454_submitter_file3__IMG_2563.JPG	kite	a kite flying in the sky over a field .
																					11464_submitter_file1__P1010831.2.jpg	tile roof	a large body of water next to a large building .
																					11464_submitter_file2__P1010831.3.jpg	tile roof	a group of people standing on top of a sandy beach .
																					11464_submitter_file3__P1010831.4.jpg	tile roof	a large body of water with a lot of boats in it
																					11468_submitter_file1__Weirdobjectsinsky2081A5.jpg	castle	a person flying a kite in a field .
																					11468_submitter_file2__Weirddiamondcloud2081A7.jpg	great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias	a blue and white plane flying in the sky
																					11468_submitter_file3__Weirdrectangleand2081A8.jpg	hammerhead, hammerhead shark	a man is flying a kite on a beach .
																					11468_submitter_file4__P6285013.JPG	castle	a man is flying a kite in a field .
																					11468_submitter_file5__sedonaufowithRayemailversion.jpg	envelope	a large building with a clock on it .
																					11469_submitter_file2__picofflashingorb7.6.08.jpg	nematode, nematode worm, roundworm	a group of people standing on top of a traffic light .
																					11469_submitter_file3__2ndstillshotoforb.jpg	nematode, nematode worm, roundworm	a person is holding a red and black umbrella
																					11476_submitter_file1__DSC05694.JPG	cinema, movie theater, movie theatre, movie house, picture palace	a group of people standing outside of a building .
																					11476_submitter_file2__DSC05694_2.JPG	wing	an airplane is flying over a city street .
																					11477_submitter_file1__IMG.jpg	envelope	a pair of scissors are on a table .
																					11479_submitter_file1__pix64.jpg	platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus	a black cat sitting on top of a laptop computer .
																					11482_submitter_file1__7-7-08.jpg	cleaver, meat cleaver, chopper	a person holding a pair of scissors in their hands .
																					11483_submitter_file1__IMG_0081.JPG	parachute, chute	a plane flying in the sky over a mountain .
																					11483_submitter_file2__IMG_0092.JPG	parachute, chute	a plane flying in the sky over a city .
																					11486_submitter_file1__2008-07-06019.jpg	window screen	a view of a city skyline from a plane .
																					11486_submitter_file2__2008-07-06020.jpg	monitor	a kite flying in the sky over a city .
																					11486_submitter_file3__2008-07-06022.jpg	airship, dirigible	a person flying a kite in a park .
																					11504_submitter_file1__MalloryAirport.jpg	barbershop	a stop sign with a sign on it
																					11512_submitter_file1__100_0725.JPG	cliff, drop, drop-off	a man standing on top of a dirt hill .
																					11512_submitter_file2__100_0727.JPG	volcano	a man standing on top of a snow covered slope .
																					11512_submitter_file3__100_0730.JPG	alp	a group of people standing on top of a snow covered slope .
																					11513_submitter_file1__PIC1.JPG	traffic light, traffic signal, stoplight	a city street at night with a traffic light .
																					11513_submitter_file2__PIC2.jpg	picket fence, paling	a red fire hydrant sitting on the side of a road .
																					11515_submitter_file1__HebertUFO.jpg	seashore, coast, seacoast, sea-coast	a view of a beach with a large body of water .
																					11516_submitter_file1__HebertUFO.jpg	seashore, coast, seacoast, sea-coast	a view of a beach with a large body of water .
																					11518_submitter_file1__07092008.jpg	jellyfish	a street light with a street light on it
																					11521_submitter_file1__MtHavard-2006-08-21010.jpg	alp	a train traveling through a lush green countryside .
																					11521_submitter_file2__MtHavard1-2006-08-21010.jpg	promontory, headland, head, foreland	a large black bear standing in the snow .
																					11525_submitter_file1__AirShow009.JPG	geyser	a plane is flying in the sky over a mountain .
																					11525_submitter_file2__AirShow010.JPG	parachute, chute	a plane flying in the sky with a sky background
																					11537_submitter_file1__ur.jpg	spotlight, spot	a close up of a traffic light with a sky background
																					11539_submitter_file1__exampleofsimilarphenomena.jpg	dock, dockage, docking facility	a boat that is floating in the water .
																					11543_submitter_file2__images.jpg	airship, dirigible	an airplane flying over a mountain range with snow .
																					11548_submitter_file1__806259403_61fa622bdc.jpg	church, church building	a tall tower with a clock on it
																					11548_submitter_file2__1794918129_55427af1c1.jpg	parachute, chute	an airplane is flying in the sky over a mountain .
																					11548_submitter_file3__madrid1205079nx.jpg	beacon, lighthouse, beacon light, pharos	a plane flying in the sky with a sky background
																					11565_submitter_file1__DSCF7540.JPG	candle, taper, wax light	a person flying a kite in a cloudy sky .
																					11565_submitter_file2__DSCF7541.JPG	candle, taper, wax light	a person flying a kite in the sky .
																					11573_submitter_file1__ShipesUFO.jpg	hatchet	a pair of scissors sitting on top of a table .
																					11575_submitter_file1__IMG_0103.JPG	flagpole, flagstaff	a man flying a kite in a park .
																					11575_submitter_file2__IMG_0101.JPG	rapeseed	a kite flying in the sky near a tree .
																					11593_submitter_file1__ufo1.jpg	laptop, laptop computer	a bunch of kites flying in the sky
																					11593_submitter_file2__ufo2.jpg	notebook, notebook computer	a group of people standing on top of a traffic light .
																					11595_submitter_file1__HPIM1018.JPG	jersey, T-shirt, tee shirt	a group of birds flying in the sky .
																					11595_submitter_file3__keytotheuniverse.JPG	jersey, T-shirt, tee shirt	a person holding a pair of scissors in their hands .
																					11597_submitter_file2__HPIM1018.JPG	jersey, T-shirt, tee shirt	a group of birds flying in the sky .
																					11598_submitter_file1__HPIM1026.JPG	barn	a view of a field of grass and a kite .
																					11598_submitter_file2__HPIM1023.JPG	nematode, nematode worm, roundworm	an airplane is flying in the sky with a cloud .
																					11606_submitter_file1__thelargents157.jpg	brass, memorial tablet, plaque	a group of people sitting on top of a bench .
																					11617_submitter_file1__EarthCircles4.JPG	maze, labyrinth	a baseball player holding a bat on a field .
																					11617_submitter_file2__EarthCircles3.JPG	maze, labyrinth	a view of a beach with a bench in the foreground .
																					11617_submitter_file3__EarthCircles2.JPG	maze, labyrinth	a park bench in the middle of a park .
																					11623_submitter_file1__KZO_Flight_Germany_01.jpg	warplane, military plane	an airplane is flying over a mountain range .
																					11628_submitter_file1__100_3041.jpg	nematode, nematode worm, roundworm	a person holding a black and white umbrella .
																					11628_submitter_file2__100_3044.jpg	nematode, nematode worm, roundworm	a person holding a cell phone in their hand .
																					11633_submitter_file1__CIMG9796.JPG	nematode, nematode worm, roundworm	a black and white photo of a street light .
																					11639_submitter_file1__l_0550551e4279215b28f41111060915b2.jpg	nematode, nematode worm, roundworm	a person on a skateboard doing a trick .
																					11639_submitter_file2__l_ecf4e1a8f9efb2ab8a703cb819ad112a.jpg	nematode, nematode worm, roundworm	a person holding a pair of scissors in their hands .
																					11648_submitter_file1__Image1.jpg	wing	a bird flying in the sky with a sky background
																					11648_submitter_file2__Image2.jpg	wing	a large jetliner flying through a cloudy blue sky .
																					11648_submitter_file3__DSC00352.JPG	parachute, chute	a group of people flying kites in a field .
																					11660_submitter_file1__ovniazteca0.jpg	switch, electric switch, electrical switch	a kite flying in the air with a sky background
																					11664_submitter_file1__brujamty.jpg	cliff, drop, drop-off	a group of animals that are standing in the grass .
																					11676_submitter_file1__ufo.jpg	nematode, nematode worm, roundworm	a group of people are watching a man on a skateboard .
																					11676_submitter_file2__attachmentdasdjuj.jpg	nematode, nematode worm, roundworm	a person is holding a yellow and blue umbrella .
																					11685_submitter_file1__foto.JPG	jeep, landrover	a plane flying over a field of grass .
																					11685_submitter_file2__tileprint.php.jpg	binder, ring-binder	a pair of scissors and a pair of scissors .
																					11687_submitter_file1__foto.JPG	jeep, landrover	a plane flying over a field of grass .
																					11687_submitter_file2__tileprint.php.jpg	binder, ring-binder	a pair of scissors and a pair of scissors .
																					11689_submitter_file1__UFOSightJune2008005.jpg	book jacket, dust cover, dust jacket, dust wrapper	a pair of scissors sitting on top of a table .
																					11715_submitter_file1__DSCF1009.jpg	digital clock	a close up of a person holding a kite
																					11715_submitter_file2__DSCF1010.jpg	picket fence, paling	a view of a city street at sunset .
																					11715_submitter_file3__DSCF1011.jpg	hip, rose hip, rosehip	a couple of birds that are flying in the air .
																					11716_submitter_file1__0709082018.jpg	fire screen, fireguard	a close up of a pair of scissors
																					11716_submitter_file2__0709082020.jpg	quilt, comforter, comfort, puff	a bed with a blue blanket and a red blanket .
																					11721_submitter_file1__sideview.JPG	microphone, mike	a close up of a nintendo wii remote
																					11722_submitter_file1__lights1.jpg	cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM	a blue and white photo of a blue and white plane
																					11722_submitter_file2__lights2.jpg	book jacket, dust cover, dust jacket, dust wrapper	a blue and white photo of a blue and white plane
																					11729_submitter_file1__100_1878.JPG	cliff, drop, drop-off	a man standing on a beach holding a frisbee .
																					11733_submitter_file1__ufo.jpg	safety pin	a person holding a kite in the air .
																					11750_submitter_file1__salemburghufo(3).jpg	web site, website, internet site, site	a picture of a book on a desk .
																					11764_submitter_file1__P7090085.JPG	church, church building	a group of people standing on top of a lush green field .
																					11764_submitter_file2__P7090086.JPG	water tower	a group of people flying kites in a park .
																					11780_submitter_file1__DSCN1797.jpg	lakeside, lakeshore	a boat is sitting on the water near a bridge .
																					11785_submitter_file1__IMAG0020.JPG	beacon, lighthouse, beacon light, pharos	a group of people standing on top of a lush green field .
																					11785_submitter_file2__IMAG0022.JPG	parachute, chute	a man flying a kite in a blue sky .
																					11785_submitter_file3__IMAG0024.JPG	kite	a kite flying in the sky over a city .
																					11790_submitter_file1__shilo002.jpg	bubble	a person flying a kite in a field .
																					11798_submitter_file1__003.JPG	rule, ruler	a pair of scissors sitting on top of a table .
																					11799_submitter_file1__DSC_0077.JPG	vizsla, Hungarian pointer	a herd of cattle grazing on a lush green field .
																					11799_submitter_file2__DSC_0078.JPG	Labrador retriever	a dog is standing in the grass with a frisbee .
																					11803_submitter_file1__GemmaKoblentz039.jpg	fountain pen	a black and white photo of a clock on a wall .
																					11807_submitter_file1__Drawingofevent.jpg	quill, quill pen	a book with a picture of a bird on it .
																					11808_submitter_file1__AKDrawing.jpg	modem	a black and white photo of a computer keyboard and mouse .
																					11810_submitter_file1__trianglar22.jpg	can opener, tin opener	a person holding a pair of scissors in their hands .
																					11811_submitter_file1__DSC00037(1).JPG	nematode, nematode worm, roundworm	an airplane flying in the sky over a city .
																					11817_submitter_file1__ufo.png	spatula	a close up of a pair of scissors
																					11829_submitter_file1__ufocroppedcloser.jpg	bubble	a group of kites flying in the sky .
																					11832_submitter_file1__P7190031.JPG	traffic light, traffic signal, stoplight	a street with a traffic light and a street sign .
																					11832_submitter_file2__P7190032.JPG	traffic light, traffic signal, stoplight	a street light with a red light on it
																					11832_submitter_file3__P7200045.JPG	nematode, nematode worm, roundworm	a black and white photo of a city skyline .
																					11844_submitter_file1__DSCF5597.jpg	airship, dirigible	a person flying a kite in a field .
																					11850_submitter_file1__P9170116.JPG	wing	a view of a plane flying over the ocean .
																					11850_submitter_file2__P9170117.JPG	wing	a plane flying over a body of water .
																					11850_submitter_file3__P9170118.JPG	wing	a plane flying over a mountain with a sky background
																					11850_submitter_file4__P9170115.JPG	lakeside, lakeshore	a plane flying over a body of water .
																					11877_submitter_file1__UFO.JPG	sandbar, sand bar	an airplane is parked on the runway at the airport .
																					11881_submitter_file1__HaileyScambaticase.jpg	web site, website, internet site, site	a laptop computer sitting on top of a table .
																					11887_submitter_file1__P9200026.JPG	worm fence, snake fence, snake-rail fence, Virginia fence	a bench sitting on a beach next to the ocean .
																					11887_submitter_file2__enlarged.jpg	dugong, Dugong dugon	a person is flying a kite in the air .
																					11888_submitter_file1__4ships.JPG	abacus	a close up of a keyboard and a mouse
																					11898_submitter_file1__UFO3.jpg	submarine, pigboat, sub, U-boat	a plane is flying over a field with mountains in the background .
																					11900_submitter_file1__062.JPG	balloon	a large jetliner flying through a cloudy blue sky .
																					11900_submitter_file2__063.JPG	digital clock	a person on a skateboard doing a trick .
																					11900_submitter_file3__065.JPG	jack-o'-lantern	a group of people flying kites in a cloudy sky .
																					11904_submitter_file1__AlienPieceOctagonal.JPG	screw	a black and white photo of a <UNK>
																					11910_submitter_file1__trianglecraft1.jpg	jack-o'-lantern	a group of birds sitting on top of a tree .
																					11910_submitter_file2__trianglecraftbody.JPG	digital clock	a street light with a red light on it
																					11914_submitter_file1__DSC03333.JPG	geyser	a red stop sign sitting on the side of a road .
																					11914_submitter_file2__blowup2.jpg	red-backed sandpiper, dunlin, Erolia alpina	a bird flying over a body of water .
																					11919_submitter_file1__Augu02-2008005objectsoutlined.jpg	parachute, chute	a group of kites flying in the sky .
																					11919_submitter_file2__Augu02-2008006oneUFOremaining.jpg	hook, claw	a kite flying in the sky over a city .
																					11919_submitter_file3__Augu02-2008004.jpg	geyser	a plane flying in the sky over a building .
																					11919_submitter_file4__Augu02-2008001.jpg	pole	a plane flying over a building with a sky background
																					11919_submitter_file5__Augu02-2008002.jpg	obelisk	a kite flying in the sky over a tree .
																					11922_submitter_file1__22-8-2008-10-30pm4.jpg	web site, website, internet site, site	a sign that reads `` <UNK> '' on a pole .
																					11925_submitter_file1__039.JPG	kite	a bird flying in the sky over a tree .
																					11925_submitter_file2__040.JPG	mobile home, manufactured home	a street sign on a pole near a tree
																					11926_submitter_file1__30.jpg	parachute, chute	a person flying a kite in a field .
																					11926_submitter_file2__301.jpg	tennis ball	a kite flying in the sky over a city .
																					11933_submitter_file1__UFO1.jpg	jersey, T-shirt, tee shirt	a man riding a snowboard down a snow covered slope .
																					11933_submitter_file2__UFO.jpg	nematode, nematode worm, roundworm	a pair of scissors and a pair of scissors .
																					11938_submitter_file1__sabinashgo48.jpg	fountain	a close up of a black and white photo of a suitcase
																					11938_submitter_file2__sabinashgo48b.jpg		
																					11938_submitter_file3__sabinashgo1948.jpg	long-horned beetle, longicorn, longicorn beetle	a pile of luggage sitting on top of a wooden bench .
																					11943_submitter_file3__PICT0145.JPG	traffic light, traffic signal, stoplight	a traffic light sitting on the side of a road .
																					11951_submitter_file1__StrangeObject.jpg	envelope	a black and white photo of a snow covered mountain .
																					11951_submitter_file2__UFO.jpg	nematode, nematode worm, roundworm	a black and white photo of a plane in the sky .
																					11952_submitter_file1__Twoontheright.JPG	traffic light, traffic signal, stoplight	a traffic light sitting on the side of a road .
																					11952_submitter_file2__Groupofthree.JPG	traffic light, traffic signal, stoplight	a traffic light suspended over a city street .
																					11952_submitter_file3__LargeCraft.JPG	traffic light, traffic signal, stoplight	a street with a traffic light on it .
																					11956_submitter_file1__bd8-4-08.JPG	nematode, nematode worm, roundworm	a black and white photo of a bird flying in the sky .
																					11956_submitter_file2__bd8-4-082.JPG	nematode, nematode worm, roundworm	a black and white photo of a clock tower .
																					11962_submitter_file1__thumbnail.jpg	caldron, cauldron	a black and white photo of a clock
																					11962_submitter_file2__aliencraft.JPG	jigsaw puzzle	a cake with a lot of different toppings on it
																					11963_submitter_file1__2008-02-11_sighting.jpg	trimaran	a red fire hydrant sitting in the middle of a field .
																					11966_submitter_file1__outinthefield049.JPG	hay	a red and white train traveling through a lush green field .
																					11966_submitter_file2__outinthefield050.JPG	rapeseed	a train traveling through a lush green countryside .
																					11966_submitter_file3__outinthefield062.JPG	rapeseed	a red and white truck parked in a field .
																					11973_submitter_file1__PICTURE2.jpg	envelope	a black and white photo of a person holding an umbrella
																					11973_submitter_file2__000_0151.JPG	lakeside, lakeshore	a large body of water next to a lush green field .
																					11973_submitter_file3__100_0791.JPG	worm fence, snake fence, snake-rail fence, Virginia fence	a herd of cattle grazing on a lush green field .
																					11973_submitter_file4__000_0144.JPG	buckeye, horse chestnut, conker	a tree in a park with a bench in the background .
																					11973_submitter_file5__000_0148.JPG	yurt	a train is traveling down the tracks in a field .
																					11976_submitter_file1__102_2189.JPG	pillow	a close up of a tooth brush on a table
																					11976_submitter_file2__102_2190.JPG	walking stick, walkingstick, stick insect	a white and black cat sitting on top of a bed .
																					11984_submitter_file1__NewUFO.JPG	stingray	a small airplane flying over a body of water .
																					11984_submitter_file2__OurUFO.JPG	airship, dirigible	a red fire hydrant sitting in the middle of a forest .
																					11984_submitter_file3__1stemp.jpeg	pedestal, plinth, footstall	a large clock tower sitting in the middle of a field .
																					11989_submitter_file1__IMG_8617.jpg	cliff dwelling	a man sitting on a bench in front of a tree .
																					11989_submitter_file2__UFO2-closeup(1of1).jpg	crane	a person flying a kite in a cloudy sky .
																					11995_submitter_file1__DSC01211.JPG	dome	a tall clock tower with a sky background
																					11997_submitter_file1__CIMG1592.JPG	monastery	a man standing in a field next to a building .
																					11997_submitter_file2__CIMG1596.JPG	palace	a group of sheep grazing in a field .
																					12007_submitter_file1__img051.jpg	pole	a city street filled with lots of traffic .
																					12008_submitter_file1__IMG_3611.JPG	beacon, lighthouse, beacon light, pharos	a kite flying in the sky with a sky background
																					12008_submitter_file2__Davidweliantufophoto2croped8-12-2008.jpg	kite	a plane flying in the sky with a sky background
